Instances,satfeaturesBase/Features-n1
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf.gz,231.000000000,1276.000000000,231.000000000,1276.000000000,0.000000000,0.000000000,0.000000000,0.181034483,1.000000000,0.000000000,1.000000000,1.000000000,-0.000000000,0.016457680,1.464218884,0.008658009,0.090909091,0.313567047,0.000000000,0.905172414,0.905172414,0.000000000,0.016457680,0.000000000,0.016457680,0.016457680,-0.000000000,0.047619048,0.000000000,0.047619048,0.047619048,-0.000000000,0.007836991,0.000000000,0.007836991,0.007836991,-0.000000000,0.905172414,0.172786983,0.009659041,0.172413793,0.180250784,0.000000000,0.031212842,1.382951233,0.017241379,0.164576803,0.313567047,0.079609484,0.285131859,0.009478673,0.086956522,0.313567047,0.230000000
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-96.cnf.gz,116064.000000000,341952.000000000,16512.000000000,87168.000000000,6.029069767,2.922907489,1.320000000,0.189427313,0.395007342,1.060085915,0.000000000,1.000000000,1.202223486,0.000193091,0.261005302,0.000121124,0.000605620,1.082933693,0.000000000,0.223568282,0.601321586,0.010000000,0.000193091,0.212682783,0.000103249,0.000309747,2.059960146,0.057154973,0.107855382,0.000000000,0.600000000,1.415603448,0.000082106,0.614493102,0.000034416,0.000263858,1.884709814,0.500000000,0.000103516,0.753448426,0.000057360,0.000355635,0.870000000,0.000245816,0.331287357,0.000068833,0.001525789,2.839191244,0.307746940,0.371737247,0.016593992,0.483516484,3.220221852,2.130000000
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/sgi/new-difficult-23-189-21-75.cnf.gz,483.000000000,25396.000000000,462.000000000,24913.000000000,0.045454545,0.019387468,0.060000000,0.018544535,0.998303989,0.012210495,0.875000000,1.000000000,0.103992687,0.005927467,1.700677467,0.004329004,0.095238095,0.159203651,0.000000000,0.972464175,0.972464175,0.010000000,0.005927467,0.143170764,0.004054108,0.008630033,3.710035815,0.426450745,0.076639032,0.267175573,0.760563380,2.791290563,0.004209802,0.184121825,0.002609080,0.006703328,3.150278336,0.972464175,0.018504395,0.000000000,0.018504395,0.018504395,-0.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.230000000
Crafted/12/SATCompetition2011/crafted/SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf.gz,41.000000000,224.000000000,41.000000000,224.000000000,0.000000000,0.000000000,0.000000000,0.183035714,0.383928571,0.673616203,0.000000000,1.000000000,1.393514542,0.114982578,0.095826596,0.097560976,0.121951220,0.598269589,0.000000000,0.000000000,0.000000000,0.000000000,0.114982578,0.232761992,0.071428571,0.142857143,1.051094537,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.028527875,0.399908212,0.008928571,0.044642857,1.673841877,0.254464286,0.032229965,0.103799267,0.026785714,0.035714286,0.000000000,0.194515306,0.216294066,0.138392857,0.245535714,1.351783994,0.442216600,0.083963947,0.387096774,0.480519481,1.351783994,0.020000000
Crafted/12/SATCompetition2011/crafted/SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf.gz,184.000000000,896.000000000,132.000000000,792.000000000,0.393939394,0.131313131,0.000000000,0.166666667,0.430038480,0.772409783,0.000000000,1.000000000,1.735690696,0.029566498,0.275784535,0.015151515,0.053030303,1.183824390,0.000000000,0.010101010,0.386363636,0.000000000,0.029566498,0.459613617,0.015151515,0.080808081,1.726736257,0.016175824,0.085485760,0.000000000,0.743589744,0.463559321,0.009067952,0.330045744,0.002525253,0.017676768,2.030217266,0.347222222,0.014730640,0.703713975,0.007575758,0.051767677,0.000000000,0.048993725,0.553017933,0.015151515,0.127525253,3.256602383,0.362468772,0.245833637,0.243951613,0.757518797,3.098968518,0.090000000
Crafted/12/Submissions/Combinatorial/puzzles/Hidoku_enu_7.cnf.gz,4714.000000000,22674.000000000,4135.000000000,22507.000000000,0.140024184,0.007419914,0.110000000,0.183720620,0.497364841,0.649323754,0.000000000,1.000000000,1.231600782,0.000805801,1.029289466,0.000483676,0.011850060,1.052811077,0.000000000,0.329142045,0.890034212,-0.000000000,0.000805801,1.213189691,0.000222153,0.004443062,2.172125243,0.061945917,0.105355367,0.000000000,0.692307692,1.614846088,0.000542430,0.921471011,0.000133292,0.002265962,2.394334027,0.841027236,0.003755983,0.701775339,0.000222153,0.006753454,0.060000000,0.003258610,1.170977969,0.000222153,0.021371129,3.152211155,0.106877225,0.850102909,0.006839064,0.476190476,2.210900665,12.620000000
Crafted/12/SATChallenge2012_crafted_debugged/par32-1.debugged.cnf.gz,3176.000000000,9225.000000000,440.000000000,1665.000000000,6.218181818,4.540540541,0.020000000,0.264264264,0.385445445,0.878225316,0.000000000,1.000000000,1.223974796,0.006441441,0.246130990,0.004545455,0.013636364,0.966906671,0.000000000,0.298498498,0.899099099,-0.000000000,0.006441441,0.142915348,0.003603604,0.008408408,1.699801369,0.091826456,0.127441689,0.000000000,0.692307692,1.826486577,0.002964783,0.302053855,0.001201201,0.006006006,1.703869180,0.524924925,0.004234234,0.241825914,0.002402402,0.009009009,-0.000000000,0.007357267,0.290880929,0.002402402,0.016216216,2.577169482,0.352585499,0.212327352,0.097826087,0.666666667,3.314562104,0.010000000
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n3_i4_pp_ci_ce.cnf.gz,696.000000000,3122.000000000,477.000000000,2586.000000000,0.459119497,0.207269915,0.010000000,0.184454756,0.424649210,0.823726464,0.000000000,1.000000000,1.614404045,0.006681681,0.311409169,0.004192872,0.014675052,1.343077076,0.000000000,0.279582367,0.647718484,-0.000000000,0.006681681,0.741408060,0.002320186,0.047950503,2.915119840,0.205993540,0.199079607,0.000000000,0.727272727,2.956256118,0.003955341,0.888449803,0.000773395,0.028228925,2.587604647,0.668986852,0.005105705,0.691178129,0.002320186,0.041763341,-0.000000000,0.013049324,0.689224571,0.001546790,0.042536736,3.948962824,0.239032580,0.464222898,0.025880426,0.511111111,3.535804117,0.200000000
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.56.opt.cnf.gz,3486.000000000,8496.000000000,2029.000000000,8469.000000000,0.718087728,0.003188098,0.030000000,0.239579643,0.415672846,0.770684306,0.000000000,1.000000000,1.353452243,0.001808934,0.128079686,0.001478561,0.001971414,0.633946764,0.000000000,0.000000000,0.329672925,0.010000000,0.001808934,1.013869326,0.000590388,0.009091983,1.443458024,0.247584331,0.137409219,0.000000000,0.591836735,1.380892912,0.000535278,0.957962486,0.000000000,0.003424253,2.476898014,0.333451411,0.002704323,1.311677936,0.000708466,0.017239343,0.010000000,0.006519969,0.248895543,0.002715787,0.013106624,3.988608840,0.083696203,0.520483197,0.023005148,0.329710145,2.524031486,1.420000000
Crafted/12/SATCompetition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf.gz,900.000000000,71378.000000000,870.000000000,70478.000000000,0.034482759,0.012769942,0.560000000,0.012344278,0.495813301,1.002597587,0.000000000,1.000000000,0.840463261,0.003320756,1.985149296,0.002298851,0.066666667,0.146847199,0.000000000,0.973764863,0.973764863,0.010000000,0.003320756,0.178161027,0.001986435,0.005803229,4.477646888,0.358880774,0.045094903,0.251655629,0.512195122,2.739418338,0.001574438,0.438258647,0.000425665,0.003873549,4.513337262,0.684823633,0.012330089,0.000000000,0.012330089,0.012330089,0.040000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.010000000
